listing_type,state_code,property_type,address,suburb_name,postcode,bedrooms,list_date
sale,NSW,apartment,6/442 Edgecliff Road,Edgecliff,2027,2,20/2/2023
sale,NSW,house,60 New England Drive,Kingsgrove,2208,3,20/2/2023
sale,NSW,house,36 Nymboida Street,Greystanes,2145,4,20/2/2023
sale,NSW,house,4 Poinciana Parade,Greystanes,2145,4,20/2/2023
sale,NSW,house,19 Jamieson Road,North Nowra,2541,5,20/2/2023
sale,NSW,house,14 Ada Street,Singleton,2330,3,20/2/2023
sale,NSW,house,13 Mendel Drive,Kelso,2795,4,20/2/2023
sale,NSW,villa,2/134 North Street,Berry,2535,2,20/2/2023
sale,NSW,house,8167 Abell Road,Marsden Park,2765,4,20/2/2023
sale,NSW,lifestyle,77 Caparra Road,Wherrol Flat,2429,4,20/2/2023
sale,NSW,apartment,413/581-587 Gardeners Road,Mascot,2020,1,20/2/2023
sale,NSW,residential land,"Lot 45, 27-61 Nikko rd",Warnervale,2259,0,20/2/2023
sale,NSW,house,10 Prospect Street,Blacktown,2148,3,20/2/2023
sale,NSW,apartment,4/3-23 Kingsway,Cronulla,2230,3,20/2/2023
sale,NSW,house,16 Dora Street,Lisarow,2250,4,20/2/2023
sale,NSW,house,101 Hamlyn Drive,Port Macquarie,2444,3,20/2/2023
sale,NSW,house,17 Flame Tree Court,Ulladulla,2539,4,20/2/2023
sale,NSW,unit,3/4 Anne Street,Tamworth,2340,1,20/2/2023
sale,NSW,house,1/5-7 Craig Avenue,Moorebank,2170,4,20/2/2023
sale,NSW,house,26 Scottsdale Circuit,West Hoxton,2171,4,20/2/2023
sale,NSW,unit,7/9 Shepherd Street,Mollymook,2539,2,20/2/2023
sale,NSW,apartment,607-707/13-19  Canberra Avenue,St Leonards,2065,3,20/2/2023
sale,NSW,residential land,"Lot 23, 27-61 Nikko Rd",Warnervale,2259,0,20/2/2023
sale,NSW,house,31 Dymond Street,Bargo,2574,6,20/2/2023
sale,NSW,house,8 Galiga Crescent,Dolphin Point,2539,4,20/2/2023
sale,NSW,house,70 Foxs Lane,Tyagarah,2481,4,20/2/2023
sale,NSW,house,29 Shinnick Drive,Oakhurst,2761,3,20/2/2023
sale,NSW,house,Address available on request,Oakville,2765,5,20/2/2023
sale,NSW,residential land,11 Mitchell Street,Minore Falls,2830,0,20/2/2023
sale,NSW,house,50 White Circle,Mudgee,2850,5,20/2/2023
sale,NSW,villa,2/10 Ferrous Close,Port Macquarie,2444,3,20/2/2023
sale,NSW,house,25 Fairfield Avenue,New Lambton,2305,4,20/2/2023
sale,NSW,house,16 Regent Street,Cessnock,2325,2,20/2/2023
sale,NSW,house,63 Dudley Drive,Goonellabah,2480,5,20/2/2023
sale,NSW,house,7/4 Feldspar Road,Eagle Vale,2558,3,20/2/2023
sale,NSW,retirement living,126/51 Kamilaroo Avenue,Lake Munmorah,2259,2,20/2/2023
sale,NSW,townhouse,23/8-10 Watergum Way,Greenacre,2190,3,20/2/2023
sale,NSW,house,18 Kulaman Crescent,Glenmore Park,2745,3,20/2/2023
sale,NSW,house,8 Parkside Avenue,Werrington Downs,2747,4,20/2/2023
sale,NSW,house,51 Albatross Circuit,Woronora Heights,2233,5,20/2/2023
sale,NSW,house,15 Mont Street,Yass,2582,4,20/2/2023
sale,NSW,house,54B Morgan Street,Minore Falls,2830,3,20/2/2023
sale,NSW,residential land,60 Orchard Grove Drive,Orange,2800,0,20/2/2023
sale,NSW,house,228 Hermitage Road,Kurrajong Hills,2758,3,20/2/2023
sale,NSW,house,28 Springvale Road,Eureka,2480,4,20/2/2023
sale,NSW,apartment,1140/11 Canning Street,Lidcombe,2141,2,20/2/2023
sale,NSW,duplex/semi-detached,49 Lawson Street,Matraville,2036,4,20/2/2023
sale,NSW,house,54 Birdsville Crescent,Leumeah,2560,4,20/2/2023
sale,NSW,apartment,709/11 Washington Ave,Riverwood,2210,2,20/2/2023
sale,NSW,lifestyle,5413 Muttama Road,Cootamundra,2590,0,20/2/2023
sale,NSW,house,19 Boat Harbour Close,Summerland Point,2259,4,20/2/2023
sale,NSW,house,14a The Crescent,Hurstville Grove,2220,5,20/2/2023
sale,NSW,house,28 Belsham Road,Kariong,2250,5,20/2/2023
sale,NSW,house,20 King Road,Crookwell,2583,3,20/2/2023
sale,NSW,unit,8/33 Nelson Street,Penshurst,2222,2,20/2/2023
sale,NSW,house,97 Salix Crescent,Marsden Park,2765,4,20/2/2023
sale,NSW,residential land,4 Argoon Avenue,Jerilderie,2716,0,20/2/2023
sale,NSW,apartment,371/530 Pacific Highway,St Leonards,2065,1,20/2/2023
sale,NSW,house,32 Lawson Avenue,Singleton,2330,2,20/2/2023
sale,NSW,house,42 Allwood Crescent,Lugarno,2210,5,20/2/2023
sale,NSW,house,5 Queen Street,Botany,2019,4,20/2/2023
sale,NSW,house,515 Blaxland Road,Denistone East,2112,3,20/2/2023
sale,NSW,apartment,1207A/80 Waterloo Road,Macquarie Park,2113,2,20/2/2023
sale,NSW,apartment,7/63 Shoreline Drive,Rhodes,2138,2,20/2/2023
sale,NSW,house,79B Copeland Road,Beecroft,2119,4,20/2/2023
sale,NSW,house,31B Coates Street,Mount Druitt,2770,3,20/2/2023
sale,NSW,unit,3/19-21 Hayburn Avenue,Rockdale,2216,2,20/2/2023
sale,NSW,apartment,"707/8 Parramatta, Rd",Strathfield,2135,2,20/2/2023
sale,NSW,house,90 Gregors Road,Spring Grove,2470,3,20/2/2023
sale,NSW,house,21a Kisdon Crescent,Prospect,2148,4,20/2/2023
sale,NSW,house,54 Station Street,Bowral,2576,4,20/2/2023
sale,NSW,house,54 Pine Avenue,East Ballina,2478,5,20/2/2023
sale,NSW,house,40 Colin Street,Kyogle,2474,3,20/2/2023
sale,NSW,house,2 Cowper Street,Port Kembla,2505,4,20/2/2023
sale,NSW,acreage/semi-rural,912 Kangaloon Road,Glenquarry,2576,6,20/2/2023
sale,NSW,house,Lot 4418 Samolaco Street,Box Hill,2765,3,20/2/2023
sale,NSW,house,Address available on request,Kellyville,2155,4,20/2/2023
sale,NSW,house,21A Lagoon Avenue,Bolwarra,2320,3,20/2/2023
sale,NSW,apartment,2/3-23 Kingsway,Cronulla,2230,2,20/2/2023
sale,NSW,house,12 Barham Place,Penrose,2530,5,20/2/2023
sale,NSW,other,82 Tyumba Avenue,Teven,2478,4,20/2/2023
sale,NSW,residential land,2C Walton Street,Boggabri,2382,0,20/2/2023
sale,NSW,lifestyle,15 Rodd Street,Broke,2330,5,20/2/2023
sale,NSW,apartment,7/283 Parramatta Road,Leichhardt,2040,1,20/2/2023
sale,NSW,townhouse,11 Clarke Street,Bowral,2576,3,20/2/2023
sale,NSW,house,20 Sassafras Street,Pottsville,2489,3,20/2/2023
sale,NSW,house,24 Barton Drive,Kiama Downs,2533,3,20/2/2023
sale,NSW,house,67 Bant Street,South Bathurst,2795,3,20/2/2023
sale,NSW,house,117 Riverview Road,Earlwood,2206,4,20/2/2023
sale,NSW,apartment,3/3-23 Kingsway,Cronulla,2230,3,20/2/2023
sale,NSW,apartment,1/3-23 Kingsway,Cronulla,2230,1,20/2/2023
sale,NSW,house,49 York Street,Belmore,2192,3,20/2/2023
sale,NSW,house,31 Lavers Street,Gloucester,2422,5,20/2/2023
sale,NSW,house,1 Goodacre Avenue,Miranda,2228,5,20/2/2023
sale,NSW,house,19 Triten Avenue,Greenfield Park,2176,3,20/2/2023
sale,NSW,other,230 Hereford Hall Road,Hereford Hall,2622,0,20/2/2023
sale,NSW,house,7 Bulbul Avenue,Green Valley,2168,4,20/2/2023
sale,NSW,house,Lot 21 Rinnana Place,St Georges Basin,2540,4,20/2/2023
sale,NSW,house,21 Kovacs Street,Rooty Hill,2766,3,20/2/2023
sale,NSW,house,14 Aragon Street,Cecil Hills,2171,4,20/2/2023
sale,NSW,house,74 Trustums Hill Road,Woodburn,2472,1,20/2/2023
sale,NSW,townhouse,1/12 Berringer Way,Flinders,2529,3,20/2/2023
sale,NSW,apartment,3/91 Smart Street,Fairfield,2165,2,20/2/2023
sale,NSW,house,18 Arras Place,Prestons,2170,4,20/2/2023
sale,NSW,residential land,5 Scrubwren Street,Austral,2179,0,20/2/2023
sale,NSW,house,Lot 5 Rinanna Place,St Georges Basin,2540,4,20/2/2023
sale,NSW,townhouse,5/300 Johnston Street,Annandale,2038,3,20/2/2023
sale,NSW,house,52 Johnston Parade,South Coogee,2034,6,20/2/2023
sale,NSW,apartment,104/4 Mackinder St,Campsie,2194,2,20/2/2023
sale,NSW,house,6 Wilkerson Place,Dungog,2420,3,20/2/2023
sale,NSW,house,4/42 Methven Street,Mount Druitt,2770,2,20/2/2023
sale,NSW,house,157 Catherine Street,Leichhardt,2040,2,20/2/2023
sale,NSW,house,27 Gale Road,Maroubra,2035,5,20/2/2023
sale,NSW,apartment,19/30-34 Monomeeth Street,Bexley,2207,2,20/2/2023
sale,NSW,townhouse,1/30 Hillcrest Road,Quakers Hill,2763,3,20/2/2023
sale,NSW,house,175A Terry Street,Connells Point,2221,5,20/2/2023
sale,NSW,unit,1/14 Knight Close,Nambucca Heads,2448,2,20/2/2023
sale,NSW,house,937 Furracabad Road,Furracabad,2370,6,20/2/2023
sale,NSW,house,11 Ambyne Street,Woolooware,2230,5,20/2/2023
sale,NSW,apartment,20/46 Coogee Bay Road,Randwick,2031,1,20/2/2023
sale,NSW,house,29 Sadleir Avenue,Ashcroft,2168,3,20/2/2023
sale,NSW,apartment,6/53 Shadforth Street,Wiley Park,2195,2,20/2/2023
sale,NSW,unit,C38/1-7 Daunt Avenue,Matraville,2036,2,20/2/2023
sale,NSW,house,13 Dahlia Circuit,North Kellyville,2155,6,20/2/2023
sale,NSW,house,12 Yanga Road,North Kellyville,2155,5,20/2/2023
sale,NSW,unit,7/4 Anne Street,Tamworth,2340,2,20/2/2023
sale,NSW,unit,3/28-32 Norberta Street,The Entrance,2261,2,20/2/2023
sale,NSW,house,8 Elkin Close,Raworth,2321,4,20/2/2023
sale,NSW,apartment,506/113 Portman St,Zetland,2017,2,20/2/2023
sale,NSW,house,Address available on request,North Kellyville,2155,4,20/2/2023
sale,NSW,house,54 The Glen Road,Bardwell Valley,2207,6,20/2/2023
sale,NSW,acreage/semi-rural,Address available on request,Bringelly,2556,6,20/2/2023
sale,NSW,house,65 Fleet Street,Branxton,2335,2,20/2/2023
sale,NSW,house,266 Railway Parade,Blaxland,2774,3,20/2/2023
sale,NSW,house,68 Asquith Street,Austinmer,2515,3,20/2/2023
sale,NSW,apartment,509/6 Paul St,Zetland,2017,3,20/2/2023
sale,NSW,house,1110B Illaroo Road,Tapitallee,2540,4,20/2/2023
sale,NSW,duplex/semi-detached,1/4b Seaside Boulevard,Fern Bay,2295,3,20/2/2023
sale,NSW,unit,4/4 Anne Street,Tamworth,2340,1,20/2/2023
sale,NSW,house,2/10A Paterson Road,Springwood,2777,3,20/2/2023
sale,NSW,apartment,2/19 Throsby Street,Wickham,2293,1,20/2/2023
sale,NSW,house,9 Southern Street,Oatley,2223,2,20/2/2023
sale,NSW,project,3-23 Kingsway,Cronulla,2230,0,20/2/2023
sale,NSW,house,23 Bakehouse Avenue,Marsden Park,2765,4,20/2/2023
sale,NSW,house,8 Cobbs Avenue,Spring Farm,2570,3,20/2/2023
sale,NSW,house,41 Kingsdale Avenue,Catherine Field,2557,3,20/2/2023
sale,NSW,residential land,3 Burfitt Road,Schofields,2762,0,20/2/2023
sale,NSW,unit,308/156 Terrigal Drive,Terrigal,2260,2,20/2/2023
sale,NSW,house,113 Lansdowne Street,Parramatta,2150,3,20/2/2023
sale,NSW,house,8 Bulgalla Place,Caringbah South,2229,4,20/2/2023
sale,NSW,house,194 Pacific Way,Tura Beach,2548,6,20/2/2023
sale,NSW,townhouse,18A Kinsey Street,Moama,2731,3,20/2/2023
sale,NSW,apartment,607/4 Wharf Crescent,Pyrmont,2009,3,20/2/2023
sale,NSW,house,9 Horsfield Road,Horsfield Bay,2256,4,20/2/2023
sale,NSW,apartment,1004/54 Soldiers Parade,Edmondson Park,2174,1,20/2/2023
sale,NSW,house,40 MUTTAMA PARADE,Gobbagombalin,2650,4,20/2/2023
sale,NSW,house,81 Links Avenue,Sanctuary Point,2540,5,20/2/2023
sale,NSW,house,20 Sydney Street,Scone,2337,4,20/2/2023
sale,NSW,apartment,16/48 Cooper St,Strathfield,2135,2,20/2/2023
sale,NSW,apartment,156/10 Thallon Street,Carlingford,2118,2,20/2/2023
sale,NSW,apartment,24/114-116 Adderton Rd,Carlingford,2118,2,20/2/2023
sale,NSW,house,92 Monfarville Street,St Marys,2760,3,20/2/2023
sale,NSW,residential land,152 Fishing Point Road,Fishing Point,2283,0,20/2/2023
sale,NSW,other,323 Clayneys Road,Warraderry,2810,6,20/2/2023
sale,NSW,apartment,108/114-116 The Boulevarde,Dulwich Hill,2203,3,20/2/2023
sale,NSW,house,Lot 47 Rinnana Palce,St Georges Basin,2540,5,20/2/2023
sale,NSW,house,5 Dawson Street,Rylstone,2849,4,20/2/2023
sale,NSW,house,62 Travers Street,Moorebank,2170,4,20/2/2023
sale,NSW,house,11 Christiansen Boulevard,Moorebank,2170,4,20/2/2023
sale,NSW,house,75 & 75A Rickard Road,North Narrabeen,2101,7,20/2/2023
sale,NSW,house,8 Wallaringa Street,Surfside,2536,4,20/2/2023
sale,NSW,house,29 Limerick Street,Box Hill,2765,3,20/2/2023
sale,NSW,house,13 Brumby Crescent,Emu Heights,2750,4,21/2/2023
sale,NSW,residential land,Lot 209 Garden Street,Kootingal,2352,0,21/2/2023
sale,NSW,house,9 Greene Place,Thirlmere,2572,4,21/2/2023
sale,NSW,house,71 Euchie Street,Peak Hill,2869,3,21/2/2023
sale,NSW,house,15 Mirral Road,Caringbah South,2229,3,21/2/2023
sale,NSW,acreage/semi-rural,75 Gun Gully Road,Upper Lansdowne,2430,4,21/2/2023
sale,NSW,house,Lot 509 Holroyd Street,Albion Park,2527,5,21/2/2023
sale,NSW,house,25 Yarrawood Avenue,Merimbula,2548,4,21/2/2023
sale,NSW,residential land,109E Old Bundarra Road,Inverell,2360,0,21/2/2023
sale,NSW,cropping,75 Busby's Flat Road,Leeville,2470,4,21/2/2023
sale,NSW,house,31 Agincourt Crescent,Valentine,2280,4,21/2/2023
sale,NSW,house,62a Bourbon Street,Wyoming,2250,3,21/2/2023
sale,NSW,house,4/15 Kersley Road,Kenmore,4069,4,21/2/2023
sale,NSW,acreage/semi-rural,141 Menin Road,Oakville,2765,5,21/2/2023
sale,NSW,house,45 Rosborough Court,Thurgoona,2640,5,21/2/2023
sale,NSW,house,318  Weidner Crescent,East Albury,2640,3,21/2/2023
sale,NSW,unit,10/19-21 The Trongate,Granville,2142,2,21/2/2023
sale,NSW,apartment,6065/7 Bennelong Parkway,Wentworth Point,2127,2,21/2/2023
sale,NSW,apartment,202/1 Herlina Crescent,Rouse Hill,2155,2,21/2/2023
sale,NSW,townhouse,3/3 Schaeffer Close,Grafton,2460,3,21/2/2023
sale,NSW,house,6 Goonaroo Street,Cooma,2630,4,21/2/2023
sale,NSW,house,22 Pine Forest Road,Tomerong,2540,3,21/2/2023
sale,NSW,villa,1/7 Toby Street,Forster,2428,3,21/2/2023
sale,NSW,house,33/1 Norman Street,Lake Conjola,2539,2,21/2/2023
sale,NSW,house,62 Dickinson Street,Charlestown,2290,3,21/2/2023
sale,NSW,house,108 Mary Street,Goulburn,2580,4,21/2/2023
sale,NSW,villa,1/11B Michaela Place,Forster,2428,3,21/2/2023
sale,NSW,apartment,313E/138 Carillon Avenue,Newtown,2042,2,21/2/2023
sale,NSW,apartment,18/421 Pacific Highway,Asquith,2077,2,21/2/2023
sale,NSW,residential land,38 Doomben Street,Menangle Park,2563,0,21/2/2023
sale,NSW,retirement living,021/8 Homestead Street,Salamander Bay,2317,2,21/2/2023
sale,NSW,house,9 Lea Court,Lavington,2641,4,21/2/2023
sale,NSW,townhouse,2/16 John Street,St Marys,2760,3,21/2/2023
sale,NSW,house,400 Marsh Road,Bobs Farm,2316,6,21/2/2023
sale,NSW,house,3 Wallsend Road,Fassifern,2283,3,21/2/2023
sale,NSW,apartment,406/6-8 Cross Street,Bankstown,2200,3,21/2/2023
sale,NSW,apartment,9/71 Dora Street,Hurstville,2220,2,21/2/2023
sale,NSW,house,237 Terry Road,Box Hill,2765,4,21/2/2023
sale,NSW,house,15 Caroline Avenue,Bowral,2576,5,21/2/2023
sale,NSW,lifestyle,15R Lagoon Creek Road,Minore Falls,2830,6,21/2/2023
sale,NSW,townhouse,2/11 Furlong Lane,Wickham,2293,2,21/2/2023
sale,NSW,house,14 Stockyard Circuit,Wingham,2429,3,21/2/2023
sale,NSW,apartment,601/49 Hill Road,Wentworth Point,2127,2,21/2/2023
sale,NSW,residential land,4 Queen Street,Bowral,2576,0,21/2/2023
sale,NSW,house,12 Percival Street,Lilyfield,2040,3,21/2/2023
sale,NSW,house,65 Boorowa,Koorawatha,2807,2,21/2/2023
sale,NSW,house,191 Percy Street,Barwon,2396,4,21/2/2023
sale,NSW,house,38 Geelong Road,Barwon,2396,6,21/2/2023
sale,NSW,house,21 Wyuna Drive,Barwon,2396,4,21/2/2023
sale,NSW,house,12 Hermitage,Barwon,2396,5,21/2/2023
sale,NSW,house,50 Anderson Street,Barwon,2396,5,21/2/2023
sale,NSW,house,2/2 Pearl Street,Barwon,2396,3,21/2/2023
sale,NSW,livestock,24 Miltons Lane,Barwon,2396,0,21/2/2023
sale,NSW,house,41 Pomora Avenue,Barwon,2396,4,21/2/2023
sale,NSW,house,29 Price Street,Barwon,2396,3,21/2/2023
sale,NSW,residential land,"Lot 1, 4, 5, 6, 3 Symons Street",Barwon,2396,0,21/2/2023
sale,NSW,lifestyle,90 Frys Road,Barwon,2396,4,21/2/2023
sale,NSW,horticulture,232 South Boundary Road,Barwon,2396,0,21/2/2023
sale,NSW,lifestyle,23 Charles Street,Barwon,2396,0,21/2/2023
sale,NSW,residential land,"Lot 205, 24 McQueen Drive",Barwon,2396,0,21/2/2023
sale,NSW,residential land,"Lot 237, 1 Moriarty Road",Barwon,2396,0,21/2/2023
sale,NSW,residential land,"Lot 227, 12 Moriarty Road",Barwon,2396,0,21/2/2023
sale,NSW,house,12 Dupree Street,Barwon,2396,4,21/2/2023
sale,NSW,house,212 Henty Street,Barwon,2396,3,21/2/2023
sale,NSW,residential land,18 Yorklea road,Colebee,2761,0,21/2/2023
sale,NSW,house,10 Wilga Street,Glen Innes,2370,4,21/2/2023
sale,NSW,house,30 Lancaster St,Gregory Hills,2557,4,21/2/2023
sale,NSW,apartment,13/27 Prince Street,Randwick,2031,2,21/2/2023
sale,NSW,house,315 Howick Street,Bathurst,2795,2,21/2/2023
sale,NSW,acreage/semi-rural,60 Greta Road,Kulnura,2250,5,21/2/2023
sale,NSW,house,8 Blaxland Road,Killara,2071,5,21/2/2023
sale,NSW,villa,1/17 Derwent Place,Albion Park,2527,2,21/2/2023
sale,NSW,house,1 Malakua St,Whalan,2770,3,21/2/2023
sale,NSW,house,81 Oliver Avenue,Goonellabah,2480,4,21/2/2023
sale,NSW,house,4 Josephine Street,Cumbalum,2478,4,21/2/2023
sale,NSW,house,34 Lenox Street,Beresfield,2322,3,21/2/2023
sale,NSW,unit,1/94-96 Beach Road,Batemans Bay,2536,2,21/2/2023
sale,NSW,residential land,11 Burgun Drive,Tumbarumba,2653,0,21/2/2023
sale,NSW,house,56 Brunswick Street,East Maitland,2323,2,21/2/2023
sale,NSW,residential land,"Lot 118, Proposed Road",Heatherbrae,2324,0,21/2/2023
sale,NSW,house,3a Leonay Parade,Leonay,2750,3,21/2/2023
sale,NSW,house,9 Thomas Nelson Place,Glenbrook,2773,5,21/2/2023
sale,NSW,residential land,"Lot 121, Proposed Road",Heatherbrae,2324,0,21/2/2023
sale,NSW,house,Lot 160 Drinkwater Drive,Goulburn,2580,4,21/2/2023
sale,NSW,house,27/4 Riverwood Place,Urunga,2455,3,21/2/2023
sale,NSW,duplex/semi-detached,49A Budgeree Street,Tea Gardens,2324,3,21/2/2023
sale,NSW,house,96a Reilly Street,Liverpool,2170,3,21/2/2023
sale,NSW,unit,32/19 Church Street,Nelson Bay,2315,2,21/2/2023
sale,NSW,house,5 Joseph Street,Batehaven,2536,3,21/2/2023
sale,NSW,house,Lot 2 Tallawong Road,Rouse Hill,2155,5,21/2/2023
sale,NSW,unit,602b/42-50 Brickworks Drive,Holroyd,2142,3,21/2/2023
sale,NSW,apartment,1/17A Poate Road,Centennial Park,2021,1,21/2/2023
sale,NSW,apartment,7/573-585 Pacific Highway,Killara,2071,1,21/2/2023
sale,NSW,house,22 Sapling Road,Karuah,2324,3,21/2/2023
sale,NSW,house,89 Regiment Road,Rutherford,2320,3,21/2/2023
sale,NSW,house,45 Lansdowne Street,Surry Hills,2010,3,21/2/2023
sale,NSW,house,20 Lynwood Close,Pennant Hills,2120,4,21/2/2023
sale,NSW,house,23 Gleneagles Way,Glenmore Park,2745,5,21/2/2023
sale,NSW,house,19 Rose Avenue,Albion Park Rail,2527,3,21/2/2023
sale,NSW,acreage/semi-rural,361 Galston Road,Galston,2159,3,21/2/2023
sale,NSW,apartment,11/42 Brownsville Avenue,Penrose,2530,2,21/2/2023
sale,NSW,house,12 Tate Place,Jamberoo,2533,4,21/2/2023
sale,NSW,house,7 Oceana Parade,Austinmer,2515,4,21/2/2023
sale,NSW,apartment,80/9-11 Amor Street,Asquith,2077,2,21/2/2023
sale,NSW,house,79/12-18 Equity Place,Canley Vale,2166,2,21/2/2023
sale,NSW,house,38 Mountain Street,Chisholm,2322,4,21/2/2023
sale,NSW,apartment,19/67-75 Smith Street,Summer Hill,2130,3,21/2/2023
sale,NSW,apartment,202/28-32 Smallwood Avenue,Homebush,2140,2,21/2/2023
sale,NSW,house,27 Hannah Street,Wallsend,2287,4,21/2/2023
sale,NSW,unit,5/16 Gilmore Street,Wollongong West,2500,2,21/2/2023
sale,NSW,apartment,4/27 Cobar Street,Dulwich Hill,2203,2,21/2/2023
sale,NSW,house,14A Wentworth Street,Wallsend,2287,3,21/2/2023
sale,NSW,house,57 Haig Street,Maroubra,2035,4,21/2/2023
sale,NSW,house,230 Great Western Highway,Lawson,2783,3,21/2/2023
sale,NSW,villa,7/41A Hanlan Street South,Narara,2250,3,21/2/2023
sale,NSW,house,7 Seaspray Street,Narrawallee,2539,4,21/2/2023
sale,NSW,house,11 Narroy Road,North Narrabeen,2101,3,21/2/2023
sale,NSW,duplex/semi-detached,12 Creighton Drive,Medowie,2318,4,21/2/2023
sale,NSW,house,55 Fowler Road,Illawong,2234,3,21/2/2023
sale,NSW,house,5 Pine Street,Newtown,2042,3,21/2/2023
sale,NSW,house,129 Country Club Drive,Catalina,2536,4,21/2/2023
sale,NSW,lifestyle,352 Inverary Road,Paddys River,2577,3,21/2/2023
sale,NSW,house,10 Mersey Crescent,Schofields,2762,4,21/2/2023
sale,NSW,house,189 Burns Road,Turramurra,2074,3,21/2/2023
sale,NSW,house,Address available on request,Oakville,2765,3,21/2/2023
sale,NSW,townhouse,3/24 George Street,Mortdale,2223,2,21/2/2023
sale,NSW,apartment,58/45 Bonar Street,Arncliffe,2205,2,21/2/2023
sale,NSW,house,25 Short St,Wellington,2820,3,21/2/2023
sale,NSW,house,"8 Cornubia Place,  BOYDTOWN Via",Eden,2551,4,21/2/2023
sale,NSW,residential land,92 Frances Street,Lidcombe,2141,0,21/2/2023
sale,NSW,house,35 Budgewoi Road,Noraville,2263,5,21/2/2023
sale,NSW,residential land,Lot18 Paynes Road,North Yalgogrin,2671,0,21/2/2023
sale,NSW,residential land,101 Mine Camp Road,Pinny Beach,2281,0,21/2/2023
sale,NSW,apartment,3/24-26 Canley Vale Road,Canley Vale,2166,2,21/2/2023
sale,NSW,residential land,"Lot 30, 57 Mather Street",Inverell,2360,0,21/2/2023
sale,NSW,unit,7/13-15 Gilmore Place,Queanbeyan,2620,1,21/2/2023
sale,NSW,house,4 Langi Street,Hawks Nest,2324,4,21/2/2023
sale,NSW,house,30 Tocal Road,Bolwarra Heights,2320,4,21/2/2023
sale,NSW,apartment,4/16 Victa Street,Campsie,2194,2,21/2/2023
sale,NSW,house,6 Mitumba Road,Seven Hills,2147,4,21/2/2023
sale,NSW,apartment,1510/8 Park Lane,Chippendale,2008,1,21/2/2023
sale,NSW,house,39 Nullica Road,Murrah,2550,3,21/2/2023
sale,NSW,house,1B Hardman Close,Armidale,2350,3,21/2/2023
sale,NSW,house,311/60 Marwan Avenue,Tallawong,2762,2,21/2/2023
sale,NSW,house,3 Vasey Street,Ashmont,2650,3,21/2/2023
sale,NSW,house,69 Pur Pur Avenue,Lake Illawarra,2528,2,21/2/2023
sale,NSW,unit,407/17-21 Loftus Street,Wollongong,2500,2,21/2/2023
sale,NSW,unit,307/17-21 Loftus Street,Wollongong,2500,2,21/2/2023
sale,NSW,house,55 Paynes Road,Kembla Grange,2526,4,21/2/2023
sale,NSW,residential land,Address available on request,Austral,2179,0,21/2/2023
sale,NSW,retirement living,110/2 Macleay Drive,Halekulani,2262,2,21/2/2023
sale,NSW,apartment,16/39-43 Chapman Street,Gymea,2227,2,21/2/2023
sale,NSW,lifestyle,800 Mount Hercules Road,Razorback,2571,0,21/2/2023
sale,NSW,house,4 Coventry Road,Strathfield,2135,5,21/2/2023
sale,NSW,apartment,508/43 Church Street,Lidcombe,2141,2,21/2/2023
sale,NSW,house,37 Marion Street,Strathfield,2135,3,21/2/2023
sale,NSW,unit,1/23 Telopea Avenue,Homebush West,2140,2,21/2/2023
sale,NSW,house,54 Wilson Street,Strathfield,2135,5,21/2/2023
sale,NSW,house,66 Wallis Avenue,Strathfield,2135,3,21/2/2023
sale,NSW,house,8 Boden Avenue,Strathfield,2135,4,21/2/2023
sale,NSW,house,25 Rickard Road,Strathfield,2135,5,21/2/2023
sale,NSW,house,24 Ravenna Street,Strathfield,2135,5,21/2/2023
sale,NSW,house,18 Hedges Avenue,Strathfield,2135,4,21/2/2023
sale,NSW,house,28 Swan Avenue,Strathfield,2135,6,21/2/2023
sale,NSW,house,156a Old Kent Road,Mount Lewis,2190,4,21/2/2023
sale,NSW,house,48 Hunter Street,Strathfield,2135,5,21/2/2023
sale,NSW,house,40 Sandgate Road,Wallsend,2287,3,21/2/2023
sale,NSW,house,11 Meeks Crescent,Faulconbridge,2776,3,21/2/2023
sale,NSW,house,Address available on request,Marsden Park,2765,3,21/2/2023
sale,NSW,villa,2/7 Callistemon Close,Port Macquarie,2444,3,21/2/2023
sale,NSW,house,67a Sir Joseph Banks Street,Bankstown,2200,2,21/2/2023
sale,NSW,house,120A Meadow Street,Kooringal,2650,3,21/2/2023
sale,NSW,house,65 Shepherd Street,Colyton,2760,3,21/2/2023
sale,NSW,apartment,10/61 Donald Road,Queanbeyan,2620,2,21/2/2023
sale,NSW,duplex/semi-detached,1 Burnham Avenue,Glenwood,2768,3,21/2/2023
sale,NSW,unit,2/47-51 Boundary Street,Granville,2142,2,21/2/2023
sale,NSW,villa,5/185 Targo Road,Girraween,2145,2,21/2/2023
sale,NSW,house,7 Purcell Street,Elderslie,2570,3,21/2/2023
sale,NSW,other,124 Rickard Road,Leppington,2179,4,21/2/2023
sale,NSW,townhouse,17A Aurora Avenue,Dunmore,2529,3,21/2/2023
sale,NSW,house,102 David Road,Castle Hill,2154,5,21/2/2023
sale,NSW,apartment,61/610 New Canterbury Rd,Hurlstone Park,2193,2,21/2/2023
sale,NSW,unit,4/39 Castlereagh Street,Singleton,2330,2,21/2/2023
sale,NSW,villa,12 Cockatoo Court,Fullerton Cove,2318,3,21/2/2023
sale,NSW,unit,22 Ennis Way,Mitchell,2795,1,21/2/2023
sale,NSW,house,15 Capricorn Road,Kings Langley,2147,3,21/2/2023
